Date,Open
2021-01-04,17.969999313354492
2021-01-05,18.030000686645508
2021-01-06,20.260000228881836
2021-01-07,17.940000534057617
2021-01-08,19.350000381469727
2021-01-11,18.719999313354492
2021-01-12,20.549999237060547
2021-01-13,21.5
2021-01-14,23.399999618530273
2021-01-15,26.889999389648438
2021-01-19,26.100000381469727
2021-01-20,25.110000610351562
2021-01-21,25.15999984741211
2021-01-22,26.260000228881836
2021-01-25,34.84000015258789
2021-01-26,30.190000534057617
2021-01-27,42.97999954223633
2021-01-28,41.279998779296875
2021-01-29,40.65999984741211
2021-02-01,34.0099983215332
2021-02-02,27.309999465942383
2021-02-03,26.260000228881836
2021-02-04,28.049999237060547
2021-02-05,26.93000030517578
2021-02-08,26.6200008392334
2021-02-09,25.780000686645508
2021-02-10,26.93000030517578
2021-02-11,30.600000381469727
2021-02-12,27.809999465942383
2021-02-16,28.06999969482422
2021-02-17,27.760000228881836
2021-02-18,26.190000534057617
2021-02-19,26.34000015258789
2021-02-22,26.43000030517578
2021-02-23,25.479999542236328
2021-02-24,25.459999084472656
2021-02-25,28.540000915527344
2021-02-26,26.229999542236328
2021-03-01,27.06999969482422
2021-03-02,28.079999923706055
2021-03-03,28.06999969482422
2021-03-04,28.59000015258789
2021-03-05,29.459999084472656
2021-03-08,28.299999237060547
2021-03-09,31.239999771118164
2021-03-10,30.059999465942383
2021-03-11,28.8799991607666
2021-03-12,28.299999237060547
2021-03-15,30.200000762939453
2021-03-16,32.0099983215332
2021-03-17,30.959999084472656
2021-03-18,30.969999313354492
2021-03-19,30.520000457763672
2021-03-22,31.709999084472656
2021-03-23,31.34000015258789
2021-03-24,29.780000686645508
2021-03-25,27.360000610351562
2021-03-26,29.3799991607666
2021-03-29,29.3799991607666
2021-03-30,28.59000015258789
2021-03-31,29.559999465942383
2021-04-01,29.799999237060547
2021-04-05,28.709999084472656
2021-04-06,28.239999771118164
2021-04-07,28.850000381469727
2021-04-08,28.25
2021-04-09,30.0
2021-04-12,30.020000457763672
2021-04-13,29.260000228881836
2021-04-14,24.06999969482422
2021-04-15,24.579999923706055
2021-04-16,24.18000030517578
2021-04-19,25.399999618530273
2021-04-20,25.889999389648438
2021-04-21,25.0
2021-04-22,26.760000228881836
2021-04-23,26.489999771118164
2021-04-26,26.75
2021-04-27,26.06999969482422
2021-04-28,26.34000015258789
2021-04-29,26.290000915527344
2021-04-30,25.90999984741211
2021-05-03,25.280000686645508
2021-05-04,24.979999542236328
2021-05-05,24.899999618530273
2021-05-06,24.770000457763672
2021-05-07,24.90999984741211
2021-05-10,25.260000228881836
2021-05-11,24.34000015258789
2021-05-12,24.899999618530273
2021-05-13,23.549999237060547
2021-05-14,23.670000076293945
2021-05-17,25.1299991607666
2021-05-18,25.540000915527344
2021-05-19,24.219999313354492
2021-05-20,24.43000030517578
2021-05-21,23.760000228881836
2021-05-24,24.34000015258789
2021-05-25,23.799999237060547
2021-05-26,24.18000030517578
2021-05-27,26.420000076293945
2021-05-28,27.31999969482422
2021-06-01,28.950000762939453
2021-06-02,27.739999771118164
2021-06-03,38.529998779296875
2021-06-04,32.349998474121094
2021-06-07,31.940000534057617
2021-06-08,34.70000076293945
2021-06-09,36.040000915527344
2021-06-10,34.09000015258789
2021-06-11,31.959999084472656
2021-06-14,31.950000762939453
2021-06-15,30.079999923706055
2021-06-16,28.6200008392334
2021-06-17,29.049999237060547
2021-06-18,28.989999771118164
2021-06-21,27.389999389648438
2021-06-22,28.0
2021-06-23,28.639999389648438
2021-06-24,31.079999923706055
2021-06-25,30.25
2021-06-28,30.350000381469727
2021-06-29,31.079999923706055
2021-06-30,30.81999969482422
2021-07-01,34.68000030517578
2021-07-02,32.25
2021-07-06,31.270000457763672
2021-07-07,29.700000762939453
2021-07-08,28.139999389648438
2021-07-09,29.049999237060547
2021-07-12,29.670000076293945
2021-07-13,30.0
2021-07-14,29.1200008392334
2021-07-15,27.989999771118164
2021-07-16,27.81999969482422
2021-07-19,26.270000457763672
2021-07-20,28.079999923706055
2021-07-21,28.790000915527344
2021-07-22,30.25
2021-07-23,29.530000686645508
2021-07-26,28.90999984741211
2021-07-27,29.6299991607666
2021-07-28,29.299999237060547
2021-07-29,29.200000762939453
2021-07-30,28.649999618530273
2021-08-02,28.65999984741211
2021-08-03,28.40999984741211
2021-08-04,28.739999771118164
2021-08-05,27.040000915527344
2021-08-06,27.8799991607666
2021-08-09,27.1200008392334
2021-08-10,28.299999237060547
2021-08-11,29.239999771118164
2021-08-12,29.549999237060547
2021-08-13,28.950000762939453
2021-08-16,27.700000762939453
2021-08-17,27.049999237060547
2021-08-18,26.520000457763672
2021-08-19,25.68000030517578
2021-08-20,25.860000610351562
2021-08-23,26.770000457763672
2021-08-24,27.56999969482422
2021-08-25,28.770000457763672
2021-08-26,29.34000015258789
2021-08-27,27.959999084472656
2021-08-30,28.40999984741211
2021-08-31,28.09000015258789
2021-09-01,27.530000686645508
2021-09-02,27.25
2021-09-03,27.700000762939453
2021-09-07,26.420000076293945
2021-09-08,25.190000534057617
2021-09-09,24.3700008392334
2021-09-10,25.40999984741211
2021-09-13,24.450000762939453
2021-09-14,24.209999084472656
2021-09-15,23.729999542236328
2021-09-16,24.0
2021-09-17,23.6299991607666
2021-09-20,23.600000381469727
2021-09-21,23.610000610351562
2021-09-22,23.389999389648438
2021-09-23,23.700000762939453
2021-09-24,23.170000076293945
2021-09-27,22.899999618530273
2021-09-28,23.290000915527344
2021-09-29,22.979999542236328
2021-09-30,16.040000915527344
2021-10-01,17.3700008392334
2021-10-04,16.25
2021-10-05,15.609999656677246
2021-10-06,14.8100004196167
2021-10-07,14.630000114440918
2021-10-08,15.4399995803833
2021-10-11,14.890000343322754
2021-10-12,14.649999618530273
2021-10-13,14.640000343322754
2021-10-14,14.149999618530273
2021-10-15,14.59000015258789
2021-10-18,14.050000190734863
2021-10-19,14.65999984741211
2021-10-20,14.5
2021-10-21,14.300000190734863
2021-10-22,14.220000267028809
2021-10-25,14.239999771118164
2021-10-26,14.449999809265137
2021-10-27,14.109999656677246
2021-10-28,13.850000381469727
2021-10-29,14.449999809265137
2021-11-01,14.170000076293945
2021-11-02,15.569999694824219
2021-11-03,25.639999389648438
2021-11-04,20.079999923706055
2021-11-05,19.979999542236328
2021-11-08,21.610000610351562
2021-11-09,21.81999969482422
2021-11-10,21.309999465942383
2021-11-11,21.90999984741211
2021-11-12,23.079999923706055
2021-11-15,22.579999923706055
2021-11-16,21.670000076293945
2021-11-17,23.18000030517578
2021-11-18,23.5
2021-11-19,22.549999237060547
2021-11-22,23.40999984741211
2021-11-23,23.549999237060547
2021-11-24,21.3799991607666
2021-11-26,21.290000915527344
2021-11-29,21.100000381469727
2021-11-30,20.149999618530273
2021-12-01,18.690000534057617
2021-12-02,17.18000030517578
2021-12-03,18.170000076293945
2021-12-06,17.979999542236328
2021-12-07,19.0
2021-12-08,19.309999465942383
2021-12-09,19.280000686645508
2021-12-10,18.770000457763672
2021-12-13,17.540000915527344
2021-12-14,15.729999542236328
2021-12-15,16.190000534057617
2021-12-16,16.5
2021-12-17,15.430000305175781
2021-12-20,15.609999656677246
2021-12-21,15.34000015258789
2021-12-22,15.789999961853027
2021-12-23,15.770000457763672
2021-12-27,16.100000381469727
2021-12-28,15.90999984741211
2021-12-29,15.0
2021-12-30,14.970000267028809
2021-12-31,14.84000015258789
2022-01-03,14.550000190734863
2022-01-04,15.010000228881836
2022-01-05,14.619999885559082
2022-01-06,15.4399995803833
2022-01-07,14.430000305175781
2022-01-10,13.430000305175781
2022-01-11,13.020000457763672
2022-01-12,13.84000015258789
2022-01-13,13.960000038146973
2022-01-14,14.920000076293945
2022-01-18,15.140000343322754
2022-01-19,14.09000015258789
2022-01-20,14.050000190734863
2022-01-21,13.25
2022-01-24,12.600000381469727
2022-01-25,13.699999809265137
2022-01-26,15.119999885559082
2022-01-27,14.609999656677246
2022-01-28,13.760000228881836
2022-01-31,15.300000190734863
2022-02-01,16.100000381469727
2022-02-02,16.950000762939453
2022-02-03,16.600000381469727
2022-02-04,15.970000267028809
2022-02-07,16.190000534057617
2022-02-08,16.350000381469727
2022-02-09,16.739999771118164
2022-02-10,16.829999923706055
2022-02-11,16.280000686645508
2022-02-14,15.680000305175781
2022-02-15,15.710000038146973
2022-02-16,16.549999237060547
2022-02-17,15.989999771118164
2022-02-18,15.0
2022-02-22,14.779999732971191
2022-02-23,13.760000228881836
2022-02-24,12.680000305175781
2022-02-25,15.289999961853027
2022-02-28,16.0
2022-03-01,16.950000762939453
2022-03-02,16.950000762939453
2022-03-03,17.420000076293945
2022-03-04,16.6299991607666
2022-03-07,30.0
2022-03-08,19.65999984741211
2022-03-09,23.1200008392334
2022-03-10,22.299999237060547
2022-03-11,20.90999984741211
2022-03-14,19.719999313354492
2022-03-15,19.510000228881836
2022-03-16,20.520000457763672
2022-03-17,21.290000915527344
2022-03-18,21.75
2022-03-21,22.100000381469727
2022-03-22,22.850000381469727
2022-03-23,23.530000686645508
2022-03-24,22.190000534057617
2022-03-25,23.0
2022-03-28,22.43000030517578
2022-03-29,25.700000762939453
2022-03-30,26.950000762939453
2022-03-31,22.93000030517578
2022-04-01,22.530000686645508
2022-04-04,22.760000228881836
2022-04-05,22.790000915527344
2022-04-06,21.309999465942383
2022-04-07,21.530000686645508
2022-04-08,19.81999969482422
2022-04-11,19.079999923706055
2022-04-12,19.170000076293945
2022-04-13,15.770000457763672
2022-04-14,17.209999084472656
2022-04-18,17.09000015258789
2022-04-19,16.850000381469727
2022-04-20,16.8700008392334
2022-04-21,16.350000381469727
2022-04-22,16.18000030517578
2022-04-25,16.829999923706055
2022-04-26,17.09000015258789
2022-04-27,15.680000305175781
2022-04-28,14.829999923706055
2022-04-29,14.59000015258789
2022-05-02,13.600000381469727
2022-05-03,13.75
2022-05-04,13.850000381469727
2022-05-05,13.859999656677246
2022-05-06,12.569999694824219
2022-05-09,11.75
2022-05-10,11.180000305175781
2022-05-11,10.170000076293945
2022-05-12,9.119999885559082
2022-05-13,9.59000015258789
2022-05-16,9.510000228881836
2022-05-17,9.5
2022-05-18,9.3100004196167
2022-05-19,8.720000267028809
2022-05-20,9.65999984741211
2022-05-23,8.75
2022-05-24,8.289999961853027
2022-05-25,7.690000057220459
2022-05-26,8.239999771118164
2022-05-27,8.600000381469727
2022-05-31,9.180000305175781
2022-06-01,8.619999885559082
2022-06-02,8.329999923706055
2022-06-03,8.220000267028809
2022-06-06,8.15999984741211
2022-06-07,7.900000095367432
2022-06-08,8.420000076293945
2022-06-09,8.100000381469727
2022-06-10,7.179999828338623
2022-06-13,6.829999923706055
2022-06-14,6.53000020980835
2022-06-15,6.949999809265137
2022-06-16,6.389999866485596
2022-06-17,6.199999809265137
2022-06-21,6.880000114440918
2022-06-22,6.389999866485596
2022-06-23,6.550000190734863
2022-06-24,7.170000076293945
2022-06-27,6.769999980926514
2022-06-28,6.699999809265137
2022-06-29,5.460000038146973
2022-06-30,4.849999904632568
2022-07-01,4.900000095367432
2022-07-05,4.599999904632568
2022-07-06,4.710000038146973
2022-07-07,4.78000020980835
2022-07-08,5.300000190734863
2022-07-11,5.050000190734863
2022-07-12,4.800000190734863
2022-07-13,4.960000038146973
2022-07-14,4.96999979019165
2022-07-15,4.809999942779541
2022-07-18,4.989999771118164
2022-07-19,5.010000228881836
2022-07-20,5.21999979019165
2022-07-21,5.550000190734863
2022-07-22,5.800000190734863
2022-07-25,5.099999904632568
2022-07-26,4.820000171661377
2022-07-27,4.679999828338623
2022-07-28,4.650000095367432
2022-07-29,4.820000171661377
2022-08-01,4.940000057220459
2022-08-02,5.78000020980835
2022-08-03,5.75
2022-08-04,6.059999942779541
2022-08-05,6.659999847412109
2022-08-08,10.920000076293945
2022-08-09,11.649999618530273
2022-08-10,10.600000381469727
2022-08-11,10.680000305175781
2022-08-12,11.039999961853027
2022-08-15,15.0
2022-08-16,15.720000267028809
2022-08-17,26.940000534057617
2022-08-18,19.059999465942383
2022-08-19,11.550000190734863
2022-08-22,9.600000381469727
2022-08-23,9.630000114440918
2022-08-24,11.069999694824219
2022-08-25,10.15999984741211
2022-08-26,10.550000190734863
2022-08-29,11.489999771118164
2022-08-30,14.479999542236328
2022-08-31,8.8100004196167
2022-09-01,9.069999694824219
2022-09-02,8.510000228881836
2022-09-06,7.329999923706055
2022-09-07,6.900000095367432
2022-09-08,7.610000133514404
2022-09-09,8.300000190734863
2022-09-12,8.979999542236328
2022-09-13,9.09000015258789
2022-09-14,8.449999809265137
2022-09-15,8.739999771118164
2022-09-16,8.670000076293945
2022-09-19,8.0
2022-09-20,7.989999771118164
2022-09-21,7.539999961853027
2022-09-22,7.289999961853027
2022-09-23,6.78000020980835
2022-09-26,6.71999979019165
2022-09-27,6.639999866485596
2022-09-28,6.170000076293945
2022-09-29,6.46999979019165
2022-09-30,6.159999847412109
2022-10-03,6.050000190734863
2022-10-04,6.139999866485596
2022-10-05,6.329999923706055
2022-10-06,5.960000038146973
2022-10-07,5.789999961853027
2022-10-10,5.269999980926514
2022-10-11,5.199999809265137
2022-10-12,5.019999980926514
2022-10-13,5.0
2022-10-14,5.150000095367432
2022-10-17,4.929999828338623
2022-10-18,5.400000095367432
2022-10-19,5.28000020980835
2022-10-20,5.0
2022-10-21,5.0
2022-10-24,4.699999809265137
2022-10-25,4.289999961853027
2022-10-26,4.880000114440918
2022-10-27,5.159999847412109
2022-10-28,4.78000020980835
2022-10-31,4.840000152587891
2022-11-01,4.699999809265137
2022-11-02,4.389999866485596
2022-11-03,4.050000190734863
2022-11-04,4.070000171661377
2022-11-07,4.010000228881836
2022-11-08,3.9600000381469727
2022-11-09,3.9800000190734863
2022-11-10,3.869999885559082
2022-11-11,3.7899999618530273
2022-11-14,3.6500000953674316
2022-11-15,3.8299999237060547
2022-11-16,3.5999999046325684
2022-11-17,3.4600000381469727
2022-11-18,3.5
2022-11-21,3.380000114440918
2022-11-22,3.1600000858306885
2022-11-23,3.180000066757202
2022-11-25,3.4000000953674316
2022-11-28,3.180000066757202
2022-11-29,3.0799999237060547
2022-11-30,3.1600000858306885
2022-12-01,3.4000000953674316
2022-12-02,3.5199999809265137
